filename,n1024000_m256000__greedy_lsr100000x5_flat_explore
random_i0_n1024000_m256000.hgr,28.179182529449463
random_i10_n1024000_m256000.hgr,31.86462903022766
random_i11_n1024000_m256000.hgr,39.458454847335815
random_i12_n1024000_m256000.hgr,39.61282968521118
random_i13_n1024000_m256000.hgr,39.63777422904968
random_i14_n1024000_m256000.hgr,38.74090838432312
random_i15_n1024000_m256000.hgr,40.054333209991455
random_i16_n1024000_m256000.hgr,39.71213746070862
random_i17_n1024000_m256000.hgr,39.67308688163757
random_i18_n1024000_m256000.hgr,38.54189586639404
random_i19_n1024000_m256000.hgr,39.74477434158325
random_i1_n1024000_m256000.hgr,39.89681053161621
random_i20_n1024000_m256000.hgr,39.630940437316895
random_i21_n1024000_m256000.hgr,38.83438229560852
random_i22_n1024000_m256000.hgr,39.52619171142578
random_i23_n1024000_m256000.hgr,40.11744499206543
random_i24_n1024000_m256000.hgr,39.7243218421936
random_i25_n1024000_m256000.hgr,38.09283661842346
random_i26_n1024000_m256000.hgr,40.15208268165589
random_i27_n1024000_m256000.hgr,39.92781734466553
random_i28_n1024000_m256000.hgr,40.69064140319824
random_i29_n1024000_m256000.hgr,39.37769293785095
random_i2_n1024000_m256000.hgr,40.14914798736572
random_i3_n1024000_m256000.hgr,39.87410426139832
random_i4_n1024000_m256000.hgr,40.25419306755066
random_i5_n1024000_m256000.hgr,38.7581946849823
random_i6_n1024000_m256000.hgr,40.231769323349
random_i7_n1024000_m256000.hgr,39.0461413860321
random_i8_n1024000_m256000.hgr,40.17741799354553
random_i9_n1024000_m256000.hgr,40.23586988449097
AVERAGE,38.9972669283549
