filename,n256000_m256000__greedy_lsr100000x5_flat_explore
random_i0_n256000_m256000.hgr,19056.0
random_i10_n256000_m256000.hgr,19082.0
random_i11_n256000_m256000.hgr,19059.0
random_i12_n256000_m256000.hgr,18980.0
random_i13_n256000_m256000.hgr,18978.0
random_i14_n256000_m256000.hgr,19076.0
random_i15_n256000_m256000.hgr,19082.0
random_i16_n256000_m256000.hgr,19138.0
random_i17_n256000_m256000.hgr,19089.0
random_i18_n256000_m256000.hgr,19090.0
random_i19_n256000_m256000.hgr,19062.0
random_i1_n256000_m256000.hgr,19096.0
random_i20_n256000_m256000.hgr,19060.0
random_i21_n256000_m256000.hgr,19004.0
random_i22_n256000_m256000.hgr,19060.0
random_i23_n256000_m256000.hgr,19081.0
random_i24_n256000_m256000.hgr,19065.0
random_i25_n256000_m256000.hgr,19041.0
random_i26_n256000_m256000.hgr,19117.0
random_i27_n256000_m256000.hgr,19112.0
random_i28_n256000_m256000.hgr,19171.0
random_i29_n256000_m256000.hgr,19073.0
random_i2_n256000_m256000.hgr,18991.0
random_i3_n256000_m256000.hgr,19041.0
random_i4_n256000_m256000.hgr,19065.0
random_i5_n256000_m256000.hgr,19085.0
random_i6_n256000_m256000.hgr,19073.0
random_i7_n256000_m256000.hgr,19078.0
random_i8_n256000_m256000.hgr,19168.0
random_i9_n256000_m256000.hgr,19019.0
AVERAGE,19069.733333333334
