filename,n64000_m1024000__adaptiveGreedy_explore
random_i0_n64000_m1024000.hgr,2.195985365086991
random_i10_n64000_m1024000.hgr,1.5995497687876141
random_i11_n64000_m1024000.hgr,1.33073579163985
random_i12_n64000_m1024000.hgr,1.2763293112974838
random_i13_n64000_m1024000.hgr,1.3348180846752677
random_i14_n64000_m1024000.hgr,1.4864152176403433
random_i15_n64000_m1024000.hgr,1.2155690786172004
random_i16_n64000_m1024000.hgr,1.2844015225469998
random_i17_n64000_m1024000.hgr,1.2488029630983561
random_i18_n64000_m1024000.hgr,1.4841980992525239
random_i19_n64000_m1024000.hgr,1.22398461117856
random_i1_n64000_m1024000.hgr,1.1846881625466394
random_i20_n64000_m1024000.hgr,1.2593928632580866
random_i21_n64000_m1024000.hgr,1.4035821398584667
random_i22_n64000_m1024000.hgr,1.2413285337456919
random_i23_n64000_m1024000.hgr,1.1837008030778775
random_i24_n64000_m1024000.hgr,1.210335869442521
random_i25_n64000_m1024000.hgr,1.3511754218572303
random_i26_n64000_m1024000.hgr,1.2082161934253235
random_i27_n64000_m1024000.hgr,1.1866645893827887
random_i28_n64000_m1024000.hgr,1.190422860974319
random_i29_n64000_m1024000.hgr,1.2055910267630259
random_i2_n64000_m1024000.hgr,1.166433924650528
random_i3_n64000_m1024000.hgr,1.148244677796151
random_i4_n64000_m1024000.hgr,1.1984190078706776
random_i5_n64000_m1024000.hgr,1.2024050194853004
random_i6_n64000_m1024000.hgr,1.179288844869066
random_i7_n64000_m1024000.hgr,1.2081356811319397
random_i8_n64000_m1024000.hgr,1.1625391681349049
random_i9_n64000_m1024000.hgr,1.2004499537472917
AVERAGE,1.2923934851946342
