filename,n64000_m64000__adaptiveGreedy_explore
random_i0_n64000_m64000.hgr,0.5489327907562256
random_i10_n64000_m64000.hgr,0.5271608829498291
random_i11_n64000_m64000.hgr,0.581789493560791
random_i12_n64000_m64000.hgr,0.5601406097412109
random_i13_n64000_m64000.hgr,0.5996589660644531
random_i14_n64000_m64000.hgr,0.5790557861328125
random_i15_n64000_m64000.hgr,0.4933037757873535
random_i16_n64000_m64000.hgr,0.539311408996582
random_i17_n64000_m64000.hgr,0.5165300369262695
random_i18_n64000_m64000.hgr,0.5382661819458008
random_i19_n64000_m64000.hgr,0.5367600917816162
random_i1_n64000_m64000.hgr,0.5707755088806152
random_i20_n64000_m64000.hgr,0.5686051845550537
random_i21_n64000_m64000.hgr,0.4940176010131836
random_i22_n64000_m64000.hgr,0.5263803005218506
random_i23_n64000_m64000.hgr,0.4963605403900146
random_i24_n64000_m64000.hgr,0.5579440593719482
random_i25_n64000_m64000.hgr,0.5688726902008057
random_i26_n64000_m64000.hgr,0.556938886642456
random_i27_n64000_m64000.hgr,0.5071086883544922
random_i28_n64000_m64000.hgr,0.638911247253418
random_i29_n64000_m64000.hgr,0.5057008266448975
random_i2_n64000_m64000.hgr,0.534665584564209
random_i3_n64000_m64000.hgr,0.5063707828521729
random_i4_n64000_m64000.hgr,0.5292313098907471
random_i5_n64000_m64000.hgr,0.5477766990661621
random_i6_n64000_m64000.hgr,0.5466628074645996
random_i7_n64000_m64000.hgr,0.5840940475463867
random_i8_n64000_m64000.hgr,0.5226390361785889
random_i9_n64000_m64000.hgr,0.5912306308746338
AVERAGE,0.5458398818969726
